ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sugar,Cholesterol,Sodium,Iron,Calcium,SaturatedFat,Potassium,VitaminC,VitaminE,VitaminD
23117,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",284,27.6,19.3,0,0,98,64,2.82,14,7.666,275,0,0.09,0.2
23118,"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",261,29.18,16.05,0,0,94,66,2.76,14,6.629,270,0,0.05,0.1
23119,"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",220,32.07,10.18,0,0,113,67,3.29,14,3.638,298,0,0.11,0.1
23120,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",225,32.21,10.74,0,0,112,66,3.38,15,3.888,303,0,0.11,0.1
23121,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",211,31.86,9.34,0,0,115,69,3.21,15,3.263,288,0,0.1,0.1
23122,"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",128,21.13,4.79,0,0,67,80,2.43,11,2.059,343,0,0.2,0.1
23123,"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",131,21.19,5.18,0,0,67,82,2.5,11,2.114,347,0,0.19,0.1
23124,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",122,21.05,4.2,0,0,68,76,2.25,11,1.976,341,0,0.2,0.1
23125,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",305,25.48,22.58,0,0,100,70,2.7,14,10.04,239,0,0.08,0.1
23126,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",317,25.26,24.05,0,0,98,70,2.67,14,10.638,228,0,0.09,0.2
23127,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",287,25.81,20.38,0,0,104,71,2.76,14,9.144,269,0,0.06,0.1
23128,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",235,17.48,18.33,0,0,75,78,2.24,12,7.979,277,0,0.15,0.1
23129,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",240,17.22,19.03,0,0,73,75,2.3,11,8.141,282,0,0.16,0.1
23130,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW",227,17.87,17.28,0,0,78,85,2.15,12,7.738,273,0,0.14,0.1
23131,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204,31.03,8.92,0,0,98,61,3.53,13,3.112,352,0,0.11,0.1
23132,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207,30.93,9.25,0,0,98,60,3.7,13,3.264,353,0,0.13,0.1
23133,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200,31.18,8.41,0,0,98,62,3.29,13,2.884,352,0,0.08,0.1
23134,"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",296,27.69,20.55,0,0,96,65,2.49,16,9.009,247,0,0.09,0.1
23135,"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",303,27.16,21.56,0,0,96,65,2.51,16,9.268,241,0,0.11,0.2
23136,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285,28.47,19.03,0,0,95,66,2.46,15,8.621,255,0,0.05,0.1
23137,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",205,18.97,14.32,0,0,70,77,2.1,14,6.154,291,0,0.16,0.1
23138,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",210,18.87,14.99,0,0,70,76,2.16,15,6.387,302,0,0.18,0.1
23139,"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",196,19.1,13.33,0,0,71,77,1.97,14,5.805,271,0,0.12,0.1
23140,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",277,24.98,19.64,0,0,87,71,2.45,16,8.66,325,0,0.1,0.1
23141,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283,24.95,20.35,0,0,86,71,2.46,15,8.677,333,0,0.1,0.1
23142,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",267,25.03,18.57,0,0,89,70,2.42,17,8.633,307,0,0.09,0.1
23143,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",223,18.86,16.35,0,0,68,66,2.1,14,6.963,329,0,0.15,0.1
23144,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",227,18.86,16.85,0,0,68,66,2.1,14,7.176,330,0,0.15,0.1
23145,"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",216,18.86,15.6,0,0,68,68,2.14,14,6.644,342,0,0.14,0.1
23146,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN,1/8"" FT,ALL GRDS,CKD,RSTD",231,27.12,13.64,0,0,80,69,2.36,11,5.258,295,0,0.1,0.1
23147,"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219,27.03,12.29,0,0,77,70,2.35,11,4.736,295,0,0.07,0.1
23148,"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD",217,27.3,11.97,0,0,80,60,2.65,8,4.645,282,0,0.12,0.1
23149,"BEEF,RIB EYE STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILLED",192,28.98,8.48,0,0,77,59,2.34,6,3.534,318,0,0.07,0.1
23150,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",166,21.22,9.04,0,0,64,64,1.96,9,3.544,275,0,0.15,0.1
23151,"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",173,20.93,9.97,0,0,65,65,1.95,9,3.88,270,0,0.16,0.1
23152,"BEEF,RIB EYE STEAK/ROAST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,RAW",155,21.65,7.64,0,0,62,63,1.99,10,3.039,281,0,0.14,0.1
23153,"BEEF,RIB EYE STK/RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",156,21.99,7.54,0,0,66,56,1.94,6,2.759,276,0,0.15,0.1
23154,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",161,21.62,8.29,0,0,63,56,2.04,7,3.057,262,0,0.18,0.1
23155,"BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW",148,22.55,6.41,0,0,70,55,1.8,5,2.313,297,0,0.1,0.1
23156,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",221,27.4,12.43,0,0,80,67,2.62,22,4.794,279,0,0.08,0.1
23157,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRLD",229,27.03,13.44,0,0,82,67,2.61,22,4.897,276,0,0.1,0.1
23158,"BEEF,RIB EYE STEAK,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,GRILD",210,27.96,10.91,0,0,78,67,2.63,22,4.639,284,0,0.06,0.1
23159,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",218,28.21,11.68,0,0,80,56,2.13,8,4.535,326,0,0.1,0.1
23160,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",229,27.87,13.01,0,0,81,54,2.2,8,5.187,319,0,0.12,0.1
23161,"BEEF,RIB EYE RST,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",202,28.72,9.68,0,0,79,59,2.02,8,3.556,335,0,0.08,0.1
23162,"BEEF,PLATE STK,BNLE,INSDE SKRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",234,29.99,12.69,0,0,92,63,2.47,7,4.315,303,0,0.09,0.1
23163,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",164,21.17,8.82,0,0,64,66,1.75,6,3.233,272,0,0.14,0.1
23164,"BEEF,PLATE STK,BNLES,INSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",242,29.56,13.72,0,0,93,64,2.51,7,4.76,298,0,0.11,0.1
23165,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",171,20.89,9.76,0,0,64,67,1.74,6,3.546,264,0,0.17,0.1
23166,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRILD",223,30.64,11.16,0,0,91,62,2.36,7,3.647,312,0,0.07,0.1
23167,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW",153,21.61,7.41,0,0,63,66,1.76,6,2.765,292,0,0.1,0.1
23168,"BEEF,PLATE STK,BNLES,OTSDE SKIRT,LN,0"" FAT,ALL GRDS,CKD,GRLD",282,27.68,19.01,0,0,102,71,5.21,7,6.674,284,0,0.09,0.1
23169,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",206,18.74,14.53,0.19,0,69,67,3.6,5,5.618,253,0,0.14,0.1
23170,"BEEF,PLATE STEAK,BNLS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,CKD,GRLD",291,27.03,20.28,0,0,105,71,5.06,7,7.035,286,0,0.09,0.1
23171,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",212,18.47,15.26,0.17,0,70,68,3.53,5,5.798,251,0,0.16,0.1
23172,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,CKD,GRLD",268,28.65,17.1,0,0,99,70,5.46,8,6.132,284,0,0.07,0.1
23173,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,SEL,RAW",198,19.14,13.44,0.23,0,69,65,3.8,6,5.349,260,0,0.12,0.1
23174,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,CKD,GRI",206,28.11,10.37,0,0,79,59,2.53,7,4.2,296,0,0.1,0.1
23175,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,ALL GRDS,RAW",154,21.85,7.41,0,0,66,56,1.94,6,2.759,276,0,0.15,0.1
23176,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,CKD,GRILLE",215,27.39,11.75,0,0,80,60,2.65,8,4.645,282,0,0.12,0.1
23177,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",162,21.44,8.5,0,0,63,56,2.04,7,3.057,262,0,0.18,0.1
23178,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,CKD,GRILLED",191,29.18,8.31,0,0,77,59,2.34,6,3.534,318,0,0.07,0.1
23179,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW",142,22.46,5.78,0,0,70,55,1.8,5,2.313,297,0,0.1,0.1
23180,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,CKD,BRSD",299,28.36,20.57,0,0,90,68,2.66,22,8.103,284,0,,0.1
23181,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,ALL GRDS,RAW",239,19.11,17.91,0.46,0,70,60,1.84,9,7.055,258,0,,0.1
23182,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,CKD,BRSD",306,27.75,21.72,0,0,91,68,2.64,22,8.763,280,0,,0.1
23183,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,CHOIC,RAW",252,18.72,19.36,0.64,0,72,61,1.83,8,7.812,254,0,,0.1
23184,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,CKD,BRSD",287,29.28,18.84,0,0,89,68,2.68,22,7.091,289,0,,0.1
23185,"BEEF,RIB,BACK RIBS,BONE-IN,LN,0"" FAT,SEL,RAW",221,19.71,15.73,0.2,0,67,59,1.86,9,5.92,264,0,,0.1
23186,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,CHOC,CKD,GRL",313,22.71,24.7,0,0,83,60,2.29,22,10.566,242,0,0.1,0.2
23187,"BEEF,RIB EYE STK,BNE-IN,LIP-ON,LN & FT,1/8"" FAT,SEL,CKD,GRLD",304,23.19,23.47,0,0,80,59,2.29,22,10.723,246,0,0.07,0.2
23188,"BEEF,RIB EYE STK,BN-IN,LIP-ON,LN & FT,1/8"" FT,AL GDS,CKD,GRL",309,22.9,24.2,0,0,82,60,2.29,22,10.629,243,0,0.09,0.2
23189,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FT,CHC,CKD,RST",307,23.53,23.61,0,0,83,62,2.15,13,10.097,264,0,0.12,0.2
23190,"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RST",290,23.36,21.85,0,0,79,64,2.13,14,9.562,262,0,0.07,0.2
23191,"BEEF,RIB EYE RST,BNE-IN,LP-ON,LN & FT,1/8"" FT,AL GRD,CKD,RST",300,23.47,22.91,0,0,82,63,2.14,13,9.883,263,0,0.1,0.2
23192,"BEEF,RIB EYE STK/RST,BNE-IN,IP-ON,LN & FT,1/8"" FT,AL GRDS,RW",255,18.13,20.31,0,0,69,56,1.74,10,9.097,233,0,0.15,0.2
23193,"BEEF,RIB EYE STK/RST,BNE-IN,LIP-ON,LN & FAT,1/8"" FAT,CHC,RAW",260,17.92,20.96,0,0,70,57,1.73,10,9.265,231,0,0.15,0.2
23194,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW",248,18.44,19.34,0,0,68,55,1.76,11,8.844,237,0,0.14,0.1
23195,"BEEF,RIB EYE STEAK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,GRD",303,22.92,23.52,0,0,81,54,2.33,12,10.307,247,0,0.11,0.2
23196,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,GILD",273,24.83,19.25,0,0,79,54,2.12,10,8.749,279,0,0.08,0.1
23197,"BEEF,RIB EYE STK,BNLS,LIP-ON,LN & FT,1/8"" FT,AL GRD,CKD,GRLD",291,23.69,21.81,0,0,80,54,2.24,11,9.684,260,0,0.1,0.2
23198,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD",292,24.3,21.66,0,0,81,52,1.95,11,9.419,286,0,0.1,0.2
23199,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,CHC,CKD,RSTD",303,23.92,22.98,0,0,82,51,2,11,10.044,281,0,0.11,0.2
23200,"BEEF,RIB EYE RST,BNLES,LIP-ON,LN & FAT,1/8"" FAT,SEL,CKD,RSTD",277,24.85,19.68,0,0,80,54,1.87,11,8.482,295,0,0.08,0.1
23201,"BEEF,RIB EYE STK/RST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,AL GRD,RW",244,18.85,18.73,0,0,70,50,1.74,8,8.251,236,0,0.14,0.1
23202,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,CHC,RW",253,18.39,19.95,0,0,68,50,1.81,8,8.741,224,0,0.17,0.2
23213,"BEEF,RIB EYE STEAK/ROST,BNLS,LIP-ON,LN & FAT,1/8"" FAT,SEL,RW",230,19.55,16.9,0,0,74,50,1.64,7,7.515,256,0,0.1,0.1
23214,"BEEF,PLTE STK,BNLS,INSD SKRT,LN & FAT,0"" FAT,ALL GRD,CKD,GRL",245,29.36,14.2,0,0,92,63,2.44,7,5.057,298,0,0.1,0.1
23215,"BEEF,PLATE STK,BNLSS,INSDE SKRT,LN & FAT,0"" FAT,CHC,CKD,GRLD",253,28.9,15.3,0,0,93,63,2.48,7,5.554,293,0,0.11,0.1
23216,"BEEF,PLATE STK,BNLES,INSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRLD",233,30.06,12.54,0,0,91,61,2.34,7,4.311,307,0,0.07,0.1
23217,"BEEF,PLATE STEK,BNLS,INSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW",187,20.38,11.71,0,0,65,64,1.71,6,4.626,262,0,0.15,0.1
23218,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,CHOC,RW",195,20.06,12.78,0,0,65,65,1.7,6,5.034,254,0,0.17,0.1
23219,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,SEL,RAW",174,20.87,10.11,0,0,65,65,1.73,6,4.014,283,0,0.11,0.1
23220,"BEEF,GROUND,UNSPEC FAT CONTENT,CKD",234,25.07,14.53,0.62,0,84,85,2.67,25,5.6,353,0,0.43,0.2
23221,"BEEF,PLTE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,AL GRD,CKD,GRLD",292,27.06,20.47,0,0,102,70,5.09,8,7.405,280,0,0.09,0.2
23222,"BEEF,PLATE STK,BNLS,OUTSD SKRT,LN & FAT,0"" FT,CHC,CKD,GRLD",300,26.46,21.62,0,0,104,70,4.95,8,7.733,282,0,0.1,0.2
23223,"BEEF,PLATE STK,BNLS,OTSDE SKRT,LN & FAT,0"" FAT,SEL,CKD,GRILD",281,27.95,18.75,0,0,98,69,5.33,8,6.911,280,0,0.08,0.1
23224,"BEEF,PLATE STEK,BNLS,OUTSDE SKRT,LN & FAT,0"" FAT,ALL GRDS,RW",232,17.98,17.59,0.35,0,71,65,3.42,6,7.138,242,0,0.15,0.1
23225,"BEEF,PLATE STEAK,BNLS,OUTSIDE SKRT,LN & FAT,0"" FAT,CHOIC,RAW",238,17.69,18.44,0.35,0,71,65,3.35,6,7.426,240,0,0.17,0.1
23226,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN & FAT,0"" FAT,SEL,RW",222,18.43,16.31,0.36,0,70,63,3.63,6,6.705,251,0,0.13,0.1
23227,"BEEF,RIB EYE STK,BNLS,LIP OF,LN & FAT,0"" FT,AL GRDS,CKD,GRLD",271,24.85,19.02,0,0,78,58,2.4,12,8.443,279,0,,0.2
23228,"BEEF,RIB EYE STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,CHC,CKD,GRLD",285,23.89,21.1,0,0,80,58,2.49,12,9.244,264,0,,0.2
23229,"BEEF,RIB EYE STEK,BNLES,LIP OFF,LN & FAT,0"" FAT,SEL,CKD,GRLD",248,26.29,15.9,0,0,77,58,2.28,10,7.226,301,0,,0.1
23230,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,ALL GRD,RW",228,19.26,16.71,0.12,0,68,52,1.81,8,7.363,246,0,,0.1
23231,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,CHOIC,RAW",241,18.69,18.43,0.2,0,66,51,1.86,8,8.074,231,0,,0.1
23232,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN & FAT,0"" FAT,SEL,RAW",208,20.12,14.14,0,0,61,52,1.72,7,6.29,268,0,,0.1
23233,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",360,24.23,29.21,0,0,87,63,2.4,23,12.99,255,0,,0.2
23234,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",372,23.34,30.95,0,0,88,61,2.34,23,13.77,248,0,,0.2
23235,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,CKD,BRSD",341,25.56,26.59,0,0,85,64,2.49,24,11.822,267,0,,0.2
23236,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,ALL GRDS,RAW",324,16.15,28.42,0.78,0,75,53,1.63,10,12.643,218,0,,0.2
23237,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,CHOIC,RAW",336,15.75,29.89,0.9,0,76,53,1.61,9,13.296,214,0,,0.2
23238,"BEEF,RIB,BACK RIBS,BONE-IN,LN & FAT,0"" FAT,SEL,RAW",305,16.75,26.23,0.6,0,73,52,1.66,10,11.663,224,0,,0.1
23239,"BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD",167,29.32,5.5,0,0,88,57,2.77,5,1.994,379,0,,0.1
23240,"BEEF,LOIN,TOP SIRLOIN PETITE RST/FILET,BNLS,LN,0"" FAT,CHC,RW",124,23.09,3.55,0,0,68,65,2.24,5,1.392,395,0,,0.1
23241,"BEEF,LOIN,TOP SIRLN CAP STK,BNLS,LN,1/8"" FAT,AL GRDS,CKD,GLD",183,27.99,7.44,1.14,0,84,62,2.03,17,2.653,373,0,,0.1
23242,"BEEF,LOIN,TOP SIRLON CAP STK,BNLS,LN,1/8"" FAT,CHOIC,CKD,GRLD",175,28.45,6.63,0.27,0,83,61,2.01,17,2.905,368,0,,0.1
23243,"BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,SEL,CKD,GRLD",197,27.29,8.64,2.43,0,85,65,1.88,22,2.275,402,0,,0.1
23244,"BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",136,21.29,5.7,0,0,67,55,2,5,1.875,375,0,,0.1
23245,"BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,CHOIC,RAW",130,21.46,4.87,0,0,67,61,2.08,5,2.08,368,0,,0.1
23246,"BEEF,LOIN,TOP SIRLOIN CAP STEAK,BNLESS,LN,1/8"" FAT,SEL,RAW",147,21.03,6.95,0,0,67,52,1.98,5,1.568,354,0,,0.1
23247,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",200,29.23,9.02,0.4,0,86,63,2.05,17,2.987,377,0,,0.1
23248,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,CHOIC,CKD,GRILLED",188,29.62,7.64,0.2,0,85,63,2.07,17,3.361,379,0,,0.1
23249,"BEEF,TOP LOIN FILET,BNLESS,LN,1/8"" FAT,SEL,CKD,GRILLED",217,28.64,11.09,0.7,0,87,64,1.86,22,2.425,397,0,,0.1
23250,"BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",201,27.95,9.53,0.89,0,81,61,2,16,3.014,367,0,,0.1
23251,"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,CHOIC,CKD,RSTD",185,28.61,7.53,0.75,0,79,62,2.04,17,3.498,374,0,,0.1
23252,"BEEF,TOP LOIN PETITE RST,BNLESS,LN,1/8"" FAT,SEL,CKD,RSTD",225,26.95,12.54,1.1,0,85,61,1.78,21,2.29,381,0,,0.1
23253,"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",146,22.38,6.22,0.1,0,69,60,2.16,5,2.1,406,0,,0.1
23254,"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,CHOC,RAW",138,22.81,5.21,0,0,65,66,2.25,5,2.419,398,0,,0.1
23255,"BEEF,TOP LOIN PETITE ROAST/FILET,BNLESS,LN,1/8"" FAT,SEL,RAW",159,21.74,7.73,0.71,0,76,58,2.41,5,1.621,390,0,,0.1
23256,"BEEF,LOIN,TOP SIRLOIN FILET,BNLS,LN,0"" FAT,ALL GRDS,CKD,GRLD",172,30.43,5.62,0,0,79,59,2.88,6,1.803,395,0,,0.1
23257,"BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILD",167,30.75,4.93,0,0,81,60,2.91,6,1.978,398,0,,0.1
23258,"BEEF,LOIN,TOP SIRLOIN FILET,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",180,29.95,6.64,0.03,0,74,55,3.11,6,1.541,381,0,,0.1
23259,"BEEF,LOIN,TOP SIRLON PTIT RST,BLS,LN,0"" FAT,AL GRDS,CKD,RSTD",171,28.94,6.15,0,0,86,56,2.74,5,1.742,376,0,,0.1
23260,"BEEF,LOIN,TOP SIRLOIN PETITE RST,BNLS,LN,0"" FAT,SEL,CKD,RSTD",178,28.37,7.14,0.18,0,84,57,2.68,6,1.364,415,0,,0.1
23261,"BEEF,LOIN,TOP SRLN PETIT RST/FILT,BNLS,LN,0"" FAT,AL GRDS,RAW",130,22.95,4.24,0,0,69,65,2.24,5,1.285,395,0,,0.1
23262,"BEEF,LOIN,TOP SIRLON PETITE RST/FILET,BNLS,LN,0"" FAT,SEL,RAW",138,22.73,5.27,0,0,69,57,2.39,5,1.125,387,0,,0.1
23263,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW",136,22.47,5.08,0.14,0,65,66,2.27,5,1.683,401,0,,0.1
23264,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,CHOIC,RAW",128,22.87,4.01,0,0,65,66,2.28,5,1.962,403,0,,0.1
23265,"BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,SEL,RAW",150,21.88,6.68,0.51,0,65,56,2.13,5,1.265,382,0,,0.1
23266,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",251,24.45,16.26,1.61,0,76,86,3.06,7,5.566,349,0,,0.1
23267,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",235,25.04,14.37,1.29,0,78,87,3.09,7,5.961,353,0,,0.1
23268,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",274,23.57,19.09,2.07,0,73,76,3.13,6,4.974,336,0,,0.1
23269,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",184,19.52,11.06,1.52,0,64,87,2.62,6,4.066,354,0,,0.1
23270,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",173,19.95,9.81,1.34,0,64,88,2.65,6,4.359,358,0,,0.1
23271,"BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,SEL,RAW",199,18.88,12.93,1.79,0,63,82,2.88,7,3.626,357,0,,0.1
